2025-01-08 17:12:36 +0000,2025-01-08 17:12:36 +0000,84
2025-01-08 17:12:45 +0000,2025-01-08 17:12:45 +0000,82
2025-01-08 17:12:48 +0000,2025-01-08 17:12:48 +0000,84
2025-01-08 17:12:51 +0000,2025-01-08 17:12:51 +0000,87
2025-01-08 17:13:00 +0000,2025-01-08 17:13:00 +0000,87
2025-01-08 17:13:05 +0000,2025-01-08 17:13:05 +0000,82
2025-01-08 17:13:08 +0000,2025-01-08 17:13:08 +0000,81
2025-01-08 17:13:15 +0000,2025-01-08 17:13:15 +0000,84
2025-01-08 17:13:20 +0000,2025-01-08 17:13:20 +0000,92
2025-01-08 17:13:21 +0000,2025-01-08 17:13:21 +0000,92
2025-01-08 17:13:26 +0000,2025-01-08 17:13:26 +0000,91
2025-01-08 17:13:31 +0000,2025-01-08 17:13:31 +0000,91
2025-01-08 17:13:36 +0000,2025-01-08 17:13:36 +0000,92
2025-01-08 17:13:45 +0000,2025-01-08 17:13:45 +0000,90
2025-01-08 17:13:50 +0000,2025-01-08 17:13:50 +0000,81
2025-01-08 17:13:55 +0000,2025-01-08 17:13:55 +0000,79
2025-01-08 17:13:58 +0000,2025-01-08 17:13:58 +0000,82
2025-01-08 17:14:01 +0000,2025-01-08 17:14:01 +0000,86
